Name,OID__c,Status__c,SDID__c,SD_Name__c,Dummy
Grandmother 1,O-003204,Active,SD-000144,Expressive,
Grandmother 1,O-003203,Active,SD-000301,Person,
Grandmother 1,O-003202,Active,SD-000386,Receptive,
Grandmother 1,O-003201,Active,SD-000263,Matching,
Grandma,O-003200,Active,SD-000491,Visual,
Grandfather 3,O-003199,Active,SD-000301,Person,
Grandfather 2,O-003198,Active,SD-000144,Expressive,
Grandfather 2,O-003197,Active,SD-000301,Person,
Grandfather 2,O-003196,Active,SD-000386,Receptive,
Grandfather 2,O-003195,Active,SD-000263,Matching,
Grandfather 1,O-003194,Active,SD-000144,Expressive,
Grandfather 1,O-003193,Active,SD-000301,Person,
Grandfather 1,O-003192,Active,SD-000386,Receptive,
Grandfather 1,O-003191,Active,SD-000263,Matching,
Goodies vs baddies,O-003190,Active,SD-000130,Expressive,
Good,O-003189,Active,SD-000379,Receptive,
good,O-003188,Active,SD-000456,Synonym,
Good,O-003187,Active,SD-000334,Q/A,
Good,O-003186,Active,SD-000236,Instructional gesture,
Going tomorrow,O-003185,Active,SD-000411,Reciprocal,
Going today,O-003184,Active,SD-000411,Reciprocal,
Goat,O-003183,Active,SD-000007,2D Receptive,
Goat,O-003182,Active,SD-000175,Expressive visual only,
go to the doctor,O-003181,Active,SD-000514,Why/because,
go to sleep,O-003180,Active,SD-000152,Expressive,
Go to kinder,O-003179,Active,SD-000514,Why/because,
Go To and bring me,O-003178,Active,SD-000370,Receptive,
Go To and (action),O-003177,Active,SD-000370,Receptive,
Go away,O-003176,Active,SD-000040,Challenging situation,
gō,O-003175,Active,SD-000065,CV - VI,
gŏ,O-003174,Active,SD-000065,CV - VI,
Glue,O-003173,Active,SD-000135,Expressive,
gloves,O-003172,Active,SD-000392,Receptive,
gloves,O-003171,Active,SD-000154,Expressive,
gloves,O-003170,Active,SD-000266,Matching,
Give me (2 step),O-003169,Active,SD-000370,Receptive,
give item back straight away,O-003168,Active,SD-000458,Ta,
Give Item,O-003167,Active,SD-000194,Go give,
Give it back,O-003166,Active,SD-000040,Challenging situation,
Give,O-003165,Active,SD-000040,Challenging situation,
Girl,O-003164,Active,SD-000396,Receptive,
Girl,O-003163,Active,SD-000155,Expressive,
Giraffe,O-003162,Active,SD-000007,2D Receptive,
Giraffe,O-003161,Active,SD-000135,Expressive,
giraffe,O-003160,Active,SD-000011,3D Receptive,
Giants treasure,O-003159,Active,SD-000440,Social game,
gī,O-003158,Active,SD-000065,CV - VI,
gĭ,O-003157,Active,SD-000065,CV - VI,
Gg,O-003156,Active,SD-000270,Matching different cases,
Get underwear,O-003155,Active,SD-000066,Daily living task,
Get toilet paper,O-003154,Active,SD-000464,Toilet routine,
Get T-shirt,O-003153,Active,SD-000066,Daily living task,
Get socks,O-003152,Active,SD-000066,Daily living task,
Get shoes,O-003151,Active,SD-000234,Instruction w contextual cue,
Get shoes,O-003150,Active,SD-000066,Daily living task,
Get Pants,O-003149,Active,SD-000066,Daily living task,
Get Lunchbox,O-003148,Active,SD-000234,Instruction w contextual cue,
Get Jacket,O-003147,Active,SD-000066,Daily living task,
Get Drink Bottle,O-003146,Active,SD-000234,Instruction w contextual cue,
Get Drink,O-003145,Active,SD-000234,Instruction w contextual cue,
get dressed,O-003144,Active,SD-000460,Tell me how to,
Get Bag,O-003143,Active,SD-000234,Instruction w contextual cue,
get a drink,O-003142,Active,SD-000460,Tell me how to,
generalsed,O-003141,Active,SD-000454,Stop,
Generalissed to child,O-003140,Active,SD-000037,Brushing teeth,
Generalised with paste,O-003139,Active,SD-000478,Toothbrush to teeth,
Generalised w/o paste,O-003138,Active,SD-000478,Toothbrush to teeth,
Generalised up to 10,O-003137,Active,SD-000192,Give me (number) (item),
Generalised Toys,O-003136,Active,SD-000057,Communication opportunity,
Generalised to parent with paste,O-003135,Active,SD-000037,Brushing teeth,
Generalised to parent w/o paste,O-003134,Active,SD-000037,Brushing teeth,
Generalised requests from homepage,O-003133,Active,SD-000057,Communication opportunity,
generalised labels,O-003132,Active,SD-000030,Book w model,
Generalised items,O-003131,Active,SD-000177,Expressive/Receptive,
Generalised items,O-003130,Active,SD-000176,Expressive w/ objects,
Generalised imaginary play,O-003129,Active,SD-000023,Activity,
Generalised food requests from homepage,O-003128,Active,SD-000057,Communication opportunity,
Generalised food,O-003127,Active,SD-000057,Communication opportunity,
Generalised Dresssing,O-003126,Active,SD-000066,Daily living task,
Generalised distance w distraction,O-003125,Active,SD-000204,Holding hands,
generalised close-ended,O-003124,Active,SD-000020,Activity,
Generalised close ended (1 piece),O-003123,Active,SD-000069,Do (activity),
Generalised cards,O-003122,Active,SD-000524,You be the teacher,
Generalised book,O-003121,Active,SD-000524,You be the teacher,
Generalised about items - re-intro'd,O-003120,Active,SD-000449,Statement,
Generalised about items,O-003119,Active,SD-000449,Statement,
Generalised (embedded point) - re-intro'd,O-003118,Active,SD-000449,Statement,
Generalised (embedded point),O-003117,Active,SD-000449,Statement,
Generalised ‘ŏ’ words,O-003116,Active,SD-000487,VI,
Generalised - re-intro'd,O-003115,Active,SD-000041,Change aspect of play,
Generalised - fit together,O-003114,Active,SD-000211,Identical,
Generalised - don't fit together,O-003113,Active,SD-000211,Identical,
Generalised - close ended tasks,O-003112,Active,SD-000452,Statement in play,
Generalised,O-003111,Active,SD-000095,Exposure,
Generalised,O-003110,Active,SD-000460,Tell me how to,
Generalised,O-003109,Active,SD-000216,Imaginary Play,
Generalised,O-003108,Active,SD-000250,Losing,
Generalised,O-003107,Active,SD-000059,Contextual Instruction,
Generalised,O-003106,Active,SD-000044,Child Guessing,
generalised,O-003105,Active,SD-000495,Visual,
Generalised,O-003104,Active,SD-000205,Holding hands tolerance,
Generalised,O-003103,Active,SD-000177,Expressive/Receptive,
Generalised,O-003102,Active,SD-000317,Point,
Generalised,O-003101,Active,SD-000514,Why/because,
Generalised,O-003100,Active,SD-000042,Chart,
Generalised,O-003099,Active,SD-000060,Contingency,
Generalised,O-003098,Active,SD-000046,Close ended task,
Generalised,O-003097,Active,SD-000483,Unplanned model with toy,
Generalised,O-003096,Active,SD-000411,Reciprocal,
Generalised,O-003095,Active,SD-000291,Not holding hands,
Generalised,O-003094,Active,SD-000204,Holding hands,
Generalised,O-003093,Active,SD-000504,Volume,
Generalised,O-003092,Active,SD-000278,Model rule,
Generalised,O-003091,Active,SD-000326,Pretend to be,
Generalised,O-003090,Active,SD-000327,Pretend with item,
Generalised,O-003089,Active,SD-000019,Activity,
Generalised,O-003088,Active,SD-000310,Planned model w item in play,
Generalised,O-003087,Active,SD-000127,Expressive,
Generalised,O-003086,Active,SD-000366,Receptive,
Generalised,O-003085,Active,SD-000256,Matching,
Generalised,O-003084,Active,SD-000187,Generalised,
Generalised,O-003083,Active,SD-000181,From Play,
Generalised,O-003082,Active,SD-000055,Communication opportunity,
Generalised,O-003081,Active,SD-000114,Exposure,
Generalised,O-003080,Active,SD-000251,Mand,
Generalised,O-003079,Active,SD-000188,Generalised,
Generalised,O-003078,Active,SD-000185,Generalised,
Generalised,O-003077,Active,SD-000023,Activity,
Generalised,O-003076,Active,SD-000349,Question without visual,
Generalised,O-003075,Active,SD-000058,Contextual,
generalised,O-003074,Active,SD-000299,Past,
generalised,O-003073,Active,SD-000322,Present,
Generalised,O-003072,Active,SD-000443,Song with planned model,
Generalised,O-003071,Active,SD-000237,Intraverbal,
Generalised,O-003070,Active,SD-000391,Receptive,
Generalised,O-003069,Active,SD-000264,Matching,
Generalised,O-003068,Active,SD-000009,3 step rec. play instr.,
Generalised,O-003067,Active,SD-000045,Client Preposition,
Generalised,O-003066,Active,SD-000081,Exp. item. prep. loc.,
Generalised,O-003065,Active,SD-000090,Exp. prep. location,
Generalised,O-003064,Active,SD-000353,Rec. item prep. loc.,
Generalised,O-003063,Active,SD-000358,Rec. prep. location,
Generalised,O-003062,Active,SD-000311,Planned model with toy,
Generalised,O-003061,Active,SD-000144,Expressive,
Generalised,O-003060,Active,SD-000086,Exp. non-visual,
Generalised,O-003059,Active,SD-000143,Expressive,
Generalised,O-003058,Active,SD-000138,Expressive,
Generalised,O-003057,Active,SD-000043,Child gives clues,
Generalised,O-003056,Active,SD-000199,Go to and Action,
Generalised,O-003055,Active,SD-000301,Person,
Generalised,O-003054,Active,SD-000137,Expressive,
Generalised,O-003053,Active,SD-000378,Receptive,
Generalised,O-003052,Active,SD-000067,Demonstration,
Generalised,O-003051,Active,SD-000133,Expressive,
Generalised,O-003050,Active,SD-000448,Statement,
Generalised,O-003049,Active,SD-000510,Why,
Generalised,O-003048,Active,SD-000131,Expressive,
Generalised,O-003047,Active,SD-000371,Receptive,
Generalised,O-003046,Active,SD-000130,Expressive,
Generalised,O-003045,Active,SD-000370,Receptive,
Generalised,O-003044,Active,SD-000001,1 person,
Generalised,O-003043,Active,SD-000128,Expressive,
Generalised,O-003042,Active,SD-000304,Pictures,
Generalised,O-003041,Active,SD-000158,Expressive - Tell me,
Generalised,O-003040,Active,SD-000365,Receptive,
Generalised,O-003039,Active,SD-000444,Sorting,
Generalised,O-003038,Active,SD-000255,Matching,
Generalised,O-003037,Active,SD-000018,Activities on Day,
Generalised,O-003036,Active,SD-000427,Scenario,
Generalised,O-003035,Active,SD-000003,2 items,
Generalised,O-003034,Active,SD-000362,Receptive,
Generalised,O-003033,Active,SD-000399,Receptive Before,
Generalised,O-003032,Active,SD-000162,Expressive After,
Generalised,O-003031,Active,SD-000163,Expressive Before,
Generalised,O-003030,Active,SD-000398,Receptive After,
Generalised,O-003029,Active,SD-000451,Statement,
Generalised,O-003028,Active,SD-000340,Q/A,
Generalised,O-003027,Active,SD-000032,Brainstorm,
Generalised,O-003026,Active,SD-000123,Expressive,
Generalised,O-003025,Active,SD-000062,Cutting,
Generalised,O-003024,Active,SD-000300,Pasting,
Generalised,O-003023,Active,SD-000160,Expressive (Animal says...),
Generalised,O-003022,Active,SD-000403,Receptive Q/A,
Generalised,O-003021,Active,SD-000169,Expressive Person/Action,
Generalised,O-003020,Active,SD-000402,Receptive Person/action,
Generalised,O-003019,Active,SD-000122,Expressive,
Generalised,O-003018,Active,SD-000125,Expressive,
Generalised,O-003017,Active,SD-000363,Receptive,
generalised,O-003016,Active,SD-000519,Worksheet,
generalised,O-003015,Active,SD-000266,Matching,
generalised,O-003014,Active,SD-000151,Expressive,
Generalised,O-003013,Active,SD-000241,item removed,
Generalised,O-003012,Active,SD-000505,Wait w visual,
generalised,O-003011,Active,SD-000070,Do schedule,
generalised,O-003010,Active,SD-000456,Synonym,
generalised,O-003009,Active,SD-000070,Do schedule,
generalised,O-003008,Active,SD-000224,Imitation,
generalised,O-003007,Active,SD-000113,Exposure,
generalised,O-003006,Active,SD-000487,VI,
generalised,O-003005,Active,SD-000112,Exposure,
generalised,O-003004,Active,SD-000481,Turn taking,
Generalised,O-003003,Active,SD-000265,Matching,
generalised,O-003002,Active,SD-000182,Future,
generalised,O-003001,Active,SD-000182,Future,
Generalised,O-003000,Active,SD-000069,Do (activity),
generalised,O-002999,Active,SD-000458,Ta,
Generalised,O-002998,Active,SD-000325,Present item,
generalised,O-002997,Active,SD-000522,Writing,
generalised,O-002996,Active,SD-000432,Sequence Letters,
Generalised,O-002995,Active,SD-000442,Song exposure,
Generalised,O-002994,Active,SD-000149,Expressive,
Generalised,O-002993,Active,SD-000066,Daily living task,
Generalised,O-002992,Active,SD-000038,Call name,
Generalised,O-002991,Active,SD-000011,3D Receptive,
Generalised,O-002990,Active,SD-000356,Rec. play instr.,
Generalised,O-002989,Active,SD-000011,3D Receptive,
Generalised,O-002988,Active,SD-000007,2D Receptive,
Generalised,O-002987,Active,SD-000298,Passage from book,
generalised,O-002986,Active,SD-000330,Put it down,
generalised,O-002985,Active,SD-000083,Exp. labels PLQ,
Generalised,O-002984,Active,SD-000389,Receptive,
generalised,O-002983,Active,SD-000076,Engage in activity,
Generalised,O-002982,Active,SD-000223,Imitation,
Generalised,O-002981,Active,SD-000108,Exposure,
generalised,O-002980,Active,SD-000041,Change aspect of play,
Generalised,O-002979,Active,SD-000041,Change aspect of play,
Generalised,O-002978,Active,SD-000386,Receptive,
Generalised,O-002977,Active,SD-000263,Matching,
Generalised,O-002976,Active,SD-000290,Non-Identical Receptive,
Generalised,O-002975,Active,SD-000214,Identical Receptive,
generalised,O-002974,Active,SD-000463,Third person unplanned model,
generalised,O-002973,Active,SD-000462,Third person planned model,
generalised,O-002972,Active,SD-000307,Planned model,
Generalised,O-002971,Active,SD-000253,Mat time,
Generalised,O-002970,Active,SD-000428,Sequence,
Generalised,O-002969,Active,SD-000380,Receptive,
Generalised,O-002968,Active,SD-000313,Play situation,
Generalised,O-002967,Active,SD-000324,Present iPad,
Generalised,O-002966,Active,SD-000409,Reciprocal,
Generalised,O-002965,Active,SD-000335,Q/A,
Generalised,O-002964,Active,SD-000186,Generalised,
Generalised,O-002963,Active,SD-000408,Reciprocal,
Generalised,O-002962,Active,SD-000035,Brainstorming,
Generalised,O-002961,Active,SD-000021,Activity,
Generalised,O-002960,Active,SD-000135,Expressive,
Generalised,O-002959,Active,SD-000375,Receptive,
Generalised,O-002958,Active,SD-000231,Instruction,
Generalised,O-002957,Active,SD-000229,Instruction,
Generalised,O-002956,Active,SD-000234,Instruction w contextual cue,
Generalised,O-002955,Active,SD-000208,How to help,
Generalised,O-002954,Active,SD-000207,How they feel,
generalised,O-002953,Active,SD-000233,Instruction w condition,
Generalised,O-002952,Active,SD-000054,Communication opportunity,
Generalised,O-002951,Active,SD-000228,Instruction,
Generalised,O-002950,Active,SD-000368,Receptive,
Generalised,O-002949,Active,SD-000257,Matching,
Generalised,O-002948,Active,SD-000367,Receptive,
Generalised,O-002947,Active,SD-000219,Imitation,
Generalised,O-002946,Active,SD-000332,Q/A,
Generalised,O-002945,Active,SD-000284,Non visual,
Generalised,O-002944,Active,SD-000159,Expressive - What is,
Generalised,O-002943,Active,SD-000033,Brainstorming,
Generalised,O-002942,Active,SD-000227,In Vivo,
Generalised,O-002941,Active,SD-000124,Expressive,
Generalised,O-002940,Active,SD-000183,Game,
Generalised,O-002939,Active,SD-000401,Receptive Instruction,
Generalised,O-002938,Active,SD-000319,Prebuilt 2D,
Generalised,O-002937,Active,SD-000218,Imitation,
Generalised,O-002936,Active,SD-000416,Ride Bike,
Generalised,O-002935,Active,SD-000361,Receptive,
Generalised,O-002934,Active,SD-000217,Imitation,
Generalised,O-002933,Active,SD-000360,Receptive,
Generalised,O-002932,Active,SD-000049,Colouring,
Generalised,O-002931,Active,SD-000049,Colouring,
Generalised,O-002930,Active,SD-000170,Expressive Q/A,
Generalised,O-002929,Active,SD-000170,Expressive Q/A,
Generalised,O-002928,Active,SD-000359,Receptive,
Generalised,O-002927,Active,SD-000288,Non-identical,
Generalised,O-002926,Active,SD-000287,Non-identical,
Generalised,O-002925,Active,SD-000211,Identical,
Generalised,O-002924,Active,SD-000286,Non-Identical,
Generalised,O-002923,Active,SD-000210,Identical,
General exposure,O-002922,Active,SD-000024,Activity,
Gender,O-002921,Active,SD-000215,If/then,
gē,O-002920,Active,SD-000065,CV - VI,
gĕ,O-002919,Active,SD-000065,CV - VI,
Gardener,O-002918,Active,SD-000094,Exposure,
Gardener,O-002917,Active,SD-000385,Receptive,
Gardener,O-002916,Active,SD-000414,Reverse exp. function,
Gardener,O-002915,Active,SD-000142,Expressive,
Gardener,O-002914,Active,SD-000078,Exp. function,
Games,O-002913,Active,SD-000324,Present iPad,
Game,O-002912,Active,SD-000454,Stop,
gā,O-002911,Active,SD-000065,CV - VI,
gă,O-002910,Active,SD-000065,CV - VI,
g words,O-002909,Active,SD-000518,Words - VI,
G,O-002908,Active,SD-000521,Write (with visual),
g,O-002907,Active,SD-000521,Write (with visual),
g,O-002906,Active,SD-000145,Expressive,
g,O-002905,Active,SD-000138,Expressive,
G,O-002904,Active,SD-000138,Expressive,
G,O-002903,Active,SD-000520,Write (no visual),
g,O-002902,Active,SD-000520,Write (no visual),
g,O-002901,Active,SD-000438,Single sound VI,
G,O-002900,Active,SD-000479,Trace,
g,O-002899,Active,SD-000479,Trace,
g,O-002898,Active,SD-000387,Receptive,
g,O-002897,Active,SD-000424,Say (sound) th points,
g,O-002896,Active,SD-000380,Receptive,
G,O-002895,Active,SD-000380,Receptive,
g,O-002894,Active,SD-000259,Matching,
G,O-002893,Active,SD-000259,Matching,
g,O-002892,Active,SD-000445,Sound paired w gesture,
Furniture,O-002891,Active,SD-000157,Expressive - Intra-verbal,
Furniture,O-002890,Active,SD-000158,Expressive - Tell me,
Furniture,O-002889,Active,SD-000159,Expressive - What is,
Furniture,O-002888,Active,SD-000444,Sorting,
Furniture,O-002887,Active,SD-000255,Matching,
Furniture,O-002886,Active,SD-000365,Receptive,
funny,O-002885,Active,SD-000456,Synonym,
Function,O-002884,Active,SD-000171,Expressive reason,
Function,O-002883,Active,SD-000376,Receptive,
Function,O-002882,Active,SD-000134,Expressive,
Function,O-002881,Active,SD-000448,Statement,
function,O-002880,Active,SD-000512,Why not,
function,O-002879,Active,SD-000150,Expressive,
Function,O-002878,Active,SD-000039,Category exclusion (expressive),
Full tub,O-002877,Active,SD-000274,Missing item,
Full,O-002876,Active,SD-000086,Exp. non-visual,
Full,O-002875,Active,SD-000143,Expressive,
Full,O-002874,Active,SD-000290,Non-Identical Receptive,
Full,O-002873,Active,SD-000214,Identical Receptive,
fū,O-002872,Active,SD-000065,CV - VI,
fŭ,O-002871,Active,SD-000065,CV - VI,
frustrated/anxious (yellow),O-002870,Active,SD-000525,Zones of regulation visual,
Fruits,O-002869,Active,SD-000369,Receptive,
Fruits,O-002868,Active,SD-000129,Expressive,
Fruits,O-002867,Active,SD-000034,Brainstorming,
Fruit Set,O-002866,Active,SD-000007,2D Receptive,
Fruit salad,O-002865,Active,SD-000440,Social game,
Frown,O-002864,Active,SD-000222,Imitation,
Front yard,O-002863,Active,SD-000139,Expressive,
Front yard,O-002862,Active,SD-000381,Receptive,
Front top with paste,O-002861,Active,SD-000478,Toothbrush to teeth,
Front top w/o paste,O-002860,Active,SD-000478,Toothbrush to teeth,
Front top teeth with paste,O-002859,Active,SD-000037,Brushing teeth,
Front top teeth w/o paste,O-002858,Active,SD-000037,Brushing teeth,
Front top and bottom teeth with paste,O-002857,Active,SD-000037,Brushing teeth,
Front top and bottom teeth w/o  paste,O-002856,Active,SD-000037,Brushing teeth,
Front door,O-002855,Active,SD-000249,Location,
Front door,O-002854,Active,SD-000239,Item,
Front bottom with paste,O-002853,Active,SD-000478,Toothbrush to teeth,
Front bottom w/o  paste,O-002852,Active,SD-000478,Toothbrush to teeth,
Front bottom teeth with paste,O-002851,Active,SD-000037,Brushing teeth,
Front bottom teeth w/o paste,O-002850,Active,SD-000037,Brushing teeth,
From schedule,O-002849,Active,SD-000069,Do (activity),
From schedule,O-002848,Active,SD-000021,Activity,
from Play,O-002847,Active,SD-000001,1 person,
From play,O-002846,Active,SD-000228,Instruction,
From Eyes,O-002845,Active,SD-000317,Point,
from chair,O-002844,Active,SD-000001,1 person,
Frog,O-002843,Active,SD-000160,Expressive (Animal says...),
Frog,O-002842,Active,SD-000403,Receptive Q/A,
Frog,O-002841,Active,SD-000125,Expressive,
Frog,O-002840,Active,SD-000363,Receptive,
Frog,O-002839,Active,SD-000011,3D Receptive,
Frog,O-002838,Active,SD-000007,2D Receptive,
Frog,O-002837,Active,SD-000326,Pretend to be,
Frog,O-002836,Active,SD-000262,Matching,
Frog,O-002835,Active,SD-000135,Expressive,
Frog,O-002834,Active,SD-000170,Expressive Q/A,
Frog,O-002833,Active,SD-000170,Expressive Q/A,
Frog,O-002832,Active,SD-000288,Non-identical,
Frog,O-002831,Active,SD-000212,Identical,
Frog,O-002830,Active,SD-000287,Non-identical,
Frog,O-002829,Active,SD-000211,Identical,
Frog,O-002828,Active,SD-000286,Non-Identical,
Frog,O-002827,Active,SD-000210,Identical,
friends,O-002826,Active,SD-000332,Q/A,
friends,O-002825,Active,SD-000246,List,
Friendly vs not friendly,O-002824,Active,SD-000130,Expressive,
Friend 1,O-002823,Active,SD-000405,Receptive/expressive,
Fridge,O-002822,Active,SD-000249,Location,
fridge,O-002821,Active,SD-000392,Receptive,
Fridge,O-002820,Active,SD-000239,Item,
Fridge,O-002819,Active,SD-000125,Expressive,
Fridge,O-002818,Active,SD-000363,Receptive,
fridge,O-002817,Active,SD-000154,Expressive,
fridge,O-002816,Active,SD-000266,Matching,
Fridge,O-002815,Active,SD-000011,3D Receptive,
Fridge,O-002814,Active,SD-000007,2D Receptive,
Fridge,O-002813,Active,SD-000135,Expressive,
Fridge,O-002812,Active,SD-000288,Non-identical,
Fridge,O-002811,Active,SD-000212,Identical,
Fridge,O-002810,Active,SD-000287,Non-identical,
Fridge,O-002809,Active,SD-000211,Identical,
Fridge,O-002808,Active,SD-000286,Non-Identical,
Fridge,O-002807,Active,SD-000210,Identical,
Friday,O-002806,Active,SD-000373,Receptive,
Friday,O-002805,Active,SD-000132,Expressive,
fork,O-002804,Active,SD-000392,Receptive,
Fork,O-002803,Active,SD-000238,Item,
Fork,O-002802,Active,SD-000125,Expressive,
Fork,O-002801,Active,SD-000363,Receptive,
fork,O-002800,Active,SD-000154,Expressive,
fork,O-002799,Active,SD-000266,Matching,
Fork,O-002798,Active,SD-000011,3D Receptive,
Fork,O-002797,Active,SD-000007,2D Receptive,
Fork,O-002796,Active,SD-000135,Expressive,
Fork,O-002795,Active,SD-000288,Non-identical,
Fork,O-002794,Active,SD-000212,Identical,
Fork,O-002793,Active,SD-000287,Non-identical,
Fork,O-002792,Active,SD-000211,Identical,
Fork,O-002791,Active,SD-000286,Non-Identical,
Fork,O-002790,Active,SD-000210,Identical,
Forest,O-002789,Active,SD-000117,Exposure,
for,O-002788,Active,SD-000392,Receptive,
for,O-002787,Active,SD-000382,Receptive,
for,O-002786,Active,SD-000154,Expressive,
for,O-002785,Active,SD-000266,Matching,
for,O-002784,Active,SD-000140,Expressive,
for,O-002783,Active,SD-000260,Matching,
Foot,O-002782,Active,SD-000131,Expressive,
Foot,O-002781,Active,SD-000371,Receptive,
Food Play,O-002780,Active,SD-000023,Activity,
food in oven/microwave,O-002779,Active,SD-000514,Why/because,
food in fridge,O-002778,Active,SD-000514,Why/because,
Food choice board (F4-5),O-002777,Active,SD-000055,Communication opportunity,
Food choice board (F3),O-002776,Active,SD-000055,Communication opportunity,
Food,O-002775,Active,SD-000157,Expressive - Intra-verbal,
Food,O-002774,Active,SD-000055,Communication opportunity,
Food,O-002773,Active,SD-000158,Expressive - Tell me,
Food,O-002772,Active,SD-000365,Receptive,
Food,O-002771,Active,SD-000444,Sorting,
Food,O-002770,Active,SD-000255,Matching,
food,O-002769,Active,SD-000056,Communication opportunity,
Food,O-002768,Active,SD-000461,TH gives clues,
Food,O-002767,Active,SD-000159,Expressive - What is,
Food,O-002766,Active,SD-000033,Brainstorming,
Follow the leader,O-002765,Active,SD-000440,Social game,
foil cup,O-002764,Active,SD-000211,Identical,
fō,O-002763,Active,SD-000065,CV - VI,
fŏ,O-002762,Active,SD-000065,CV - VI,
Flushing,O-002761,Active,SD-000122,Expressive,
flushing,O-002760,Active,SD-000322,Present,
flushed,O-002759,Active,SD-000299,Past,
Flush toilet,O-002758,Active,SD-000464,Toilet routine,
flush,O-002757,Active,SD-000182,Future,
flower,O-002756,Active,SD-000392,Receptive,
Flower,O-002755,Active,SD-000272,missing component,
Flower,O-002754,Active,SD-000220,Imitation,
Flower,O-002753,Active,SD-000125,Expressive,
Flower,O-002752,Active,SD-000363,Receptive,
flower,O-002751,Active,SD-000154,Expressive,
flower,O-002750,Active,SD-000266,Matching,
Flower,O-002749,Active,SD-000011,3D Receptive,
Flower,O-002748,Active,SD-000007,2D Receptive,
Flower,O-002747,Active,SD-000135,Expressive,
Flower,O-002746,Active,SD-000374,Receptive,
Flower,O-002745,Active,SD-000180,From model,
Flower,O-002744,Active,SD-000288,Non-identical,
Flower,O-002743,Active,SD-000212,Identical,
Flower,O-002742,Active,SD-000287,Non-identical,
Flower,O-002741,Active,SD-000211,Identical,
Flower,O-002740,Active,SD-000286,Non-Identical,
Flower,O-002739,Active,SD-000210,Identical,
Florist,O-002738,Active,SD-000381,Receptive,
Florist,O-002737,Active,SD-000168,Expressive Occupation Location,
Florist,O-002736,Active,SD-000139,Expressive,
Florist,O-002735,Active,SD-000142,Expressive,
Flip cup over,O-002734,Active,SD-000308,Planned model w item,
Flip,O-002733,Active,SD-000311,Planned model with toy,
Fix it,O-002732,Active,SD-000040,Challenging situation,
Fishing Game,O-002731,Active,SD-000183,Game,
Fishing,O-002730,Active,SD-000023,Activity,
fish,O-002729,Active,SD-000497,Visual - 2D,
Fish,O-002728,Active,SD-000135,Expressive,
Fish,O-002727,Active,SD-000244,Language exposure,
fish,O-002726,Active,SD-000392,Receptive,
Fish,O-002725,Active,SD-000125,Expressive,
Fish,O-002724,Active,SD-000363,Receptive,
fish,O-002723,Active,SD-000154,Expressive,
fish,O-002722,Active,SD-000266,Matching,
Fish,O-002721,Active,SD-000011,3D Receptive,
Fish,O-002720,Active,SD-000007,2D Receptive,
Fish,O-002719,Active,SD-000262,Matching,
Fish,O-002718,Active,SD-000135,Expressive,
Fish,O-002717,Active,SD-000288,Non-identical,
Fish,O-002716,Active,SD-000212,Identical,
Fish,O-002715,Active,SD-000287,Non-identical,
Fish,O-002714,Active,SD-000211,Identical,
Fish,O-002713,Active,SD-000286,Non-Identical,
Fish,O-002712,Active,SD-000210,Identical,
first half of (session),O-002711,Active,SD-000437,Signicant activity,
Firestation,O-002710,Active,SD-000117,Exposure,
Firefighters,O-002709,Active,SD-000312,Play scenario,
Firefighter,O-002708,Active,SD-000385,Receptive,
Firefighter,O-002707,Active,SD-000414,Reverse exp. function,
Firefighter,O-002706,Active,SD-000142,Expressive,
Firefighter,O-002705,Active,SD-000078,Exp. function,
Fire Truck,O-002704,Active,SD-000125,Expressive,
Fire Truck,O-002703,Active,SD-000363,Receptive,
Fire Truck,O-002702,Active,SD-000007,2D Receptive,
Fire Truck,O-002701,Active,SD-000135,Expressive,
Fire station,O-002700,Active,SD-000165,Expressive Function,
Fire station,O-002699,Active,SD-000400,Receptive Function,
Fire station,O-002698,Active,SD-000139,Expressive,
Fire station,O-002697,Active,SD-000168,Expressive Occupation Location,
Fire station,O-002696,Active,SD-000381,Receptive,
Fire fighter,O-002695,Active,SD-000094,Exposure,
Fire Fighter,O-002694,Active,SD-000216,Imaginary Play,
Fire Fighter,O-002693,Active,SD-000326,Pretend to be,
fire engine,O-002692,Active,SD-000392,Receptive,
fire engine,O-002691,Active,SD-000154,Expressive,
fire engine,O-002690,Active,SD-000266,Matching,
Finished,O-002689,Active,SD-000054,Communication opportunity,
Finished,O-002688,Active,SD-000051,Comm. opportunity,
Finished,O-002687,Active,SD-000106,Exposure,
Finish the pattern,O-002686,Active,SD-000519,Worksheet,
Fingers,O-002685,Active,SD-000362,Receptive,
Fingers,O-002684,Active,SD-000124,Expressive,
Finger Tips Together,O-002683,Active,SD-000002,1 step,
Finger song,O-002682,Active,SD-000251,Mand,
Finger song,O-002681,Active,SD-000443,Song with planned model,
Finger song,O-002680,Active,SD-000237,Intraverbal,
Finger song,O-002679,Active,SD-000110,Exposure,
Fin,O-002678,Active,SD-000131,Expressive,
Fin,O-002677,Active,SD-000371,Receptive,
Fill Cup,O-002676,Active,SD-000234,Instruction w contextual cue,
field on table across Room,O-002675,Active,SD-000238,Item,
field on table 3m,O-002674,Active,SD-000238,Item,
field on table 2m,O-002673,Active,SD-000238,Item,
field on table 1m,O-002672,Active,SD-000238,Item,
field on floor across Room,O-002671,Active,SD-000238,Item,
field on floor 3m,O-002670,Active,SD-000238,Item,
field on floor 2m,O-002669,Active,SD-000238,Item,
