"OID","Objective Name","Status","SDID","SD Name"
"O-000498","3m","Active","SD-000507","Walk properly"
"O-000499","3m away","Active","SD-000228","Instruction"
"O-000500","3min","Active","SD-000296","Parent leaves (inside)"
"O-000501","3sec","Active","SD-000225","In Sight"
"O-000502","3sec Hand/Arm","Active","SD-000467","Tolerance"
"O-000503","4 items","Active","SD-000061","Count (items)"
"O-000504","4 items","Active","SD-000059","Contextual Instruction"
"O-000505","4 minutes","Active","SD-000253","Mat time"
"O-000506","4 numbers","Active","SD-000515","With gesture"
"O-000507","4 Numbers","Active","SD-000247","List Numbers"
"O-000508","4 pictures","Active","SD-000436","Show items/pictures"
"O-000509","4 snips","Active","SD-000062","Cutting"
"O-000510","4 step chain","Active","SD-000310","Planned model w item in play"
"O-000511","4 tokens","Active","SD-000466","Token board"
"O-000512","4 Tubs F12","Active","SD-000213","Identical"
"O-000513","4 Tubs F12","Active","SD-000289","Non-Identical"
"O-000514","4 Tubs F12","Active","SD-000050","Colours"
"O-000515","4 Tubs F4","Active","SD-000213","Identical"
"O-000516","4 Tubs F4","Active","SD-000289","Non-Identical"
"O-000517","4 Tubs F4","Active","SD-000050","Colours"
"O-000518","4 Tubs F8","Active","SD-000213","Identical"
"O-000519","4 Tubs F8","Active","SD-000289","Non-Identical"
"O-000520","4 Tubs F8","Active","SD-000050","Colours"
"O-000521","4 words","Active","SD-000054","Communication opportunity"
"O-000522","4 Words","Active","SD-000248","List words"
"O-000523","45 seconds","Active","SD-000253","Mat time"
"O-000524","45 seconds","Active","SD-000037","Brushing teeth"
"O-000525","45 seconds","Active","SD-000505","Wait w visual"
"O-000526","45 seconds - reintro","Active","SD-000473","Tolerance"
"O-000527","45sec","Active","SD-000296","Parent leaves (inside)"
"O-000528","45sec","Active","SD-000225","In Sight"
"O-000529","45sec Hand/Arm","Active","SD-000467","Tolerance"
"O-000530","4m","Active","SD-000238","Item"
"O-000531","4min","Active","SD-000296","Parent leaves (inside)"
"O-000532","5 deep breaths","Active","SD-000276","Model"
"O-000533","5 finger breathing","Active","SD-000276","Model"
"O-000534","5 items","Active","SD-000061","Count (items)"
"O-000535","5 little ducks","Active","SD-000110","Exposure"
"O-000536","5 little ducks","Active","SD-000237","Intraverbal"
"O-000537","5 little ducks","Active","SD-000443","Song with planned model"
"O-000538","5 little ducks","Active","SD-000251","Mand"
"O-000539","5 little ducks","Active","SD-000314","PLQ Intraverbal"
"O-000540","5 metres","Active","SD-000204","Holding hands"
"O-000541","5 metres","Active","SD-000291","Not holding hands"
"O-000542","5 mins","Active","SD-000505","Wait w visual"
"O-000543","5 minute","Active","SD-000073","Eat food"
"O-000544","5 minutes","Active","SD-000253","Mat time"
"O-000545","5 minutes","Active","SD-000471","Tolerance"
"O-000546","5 minutes after","Active","SD-000437","Signicant activity"
"O-000547","5 Numbers","Active","SD-000247","List Numbers"
"O-000548","5 pictures","Active","SD-000436","Show items/pictures"
"O-000549","5 sec","Active","SD-000297","Parents leave (outside)"
"O-000550","5 second - reintro","Active","SD-000473","Tolerance"
"O-000551","5 seconds","Active","SD-000253","Mat time"
"O-000552","5 seconds","Active","SD-000328","Program stimuli"
"O-000553","5 seconds","Active","SD-000516","With visual"
"O-000554","5 seconds","Active","SD-000515","With gesture"
"O-000555","5 seconds","Active","SD-000505","Wait w visual"
"O-000556","5 seconds","Active","SD-000412","Reinforcing item"
"O-000557","5 seconds","Active","SD-000283","No item"
"O-000558","5 seconds","Active","SD-000037","Brushing teeth"
"O-000559","5 seconds","Active","SD-000457","Ta"
"O-000560","5 seconds","Active","SD-000459","TA's turn"
"O-000561","5 seconds","Active","SD-000473","Tolerance"
"O-000562","5 seconds - medium preferred item","Active","SD-000457","Ta"
"O-000563","5 seconds - non preferred item","Active","SD-000457","Ta"
"O-000564","5 seconds - preferred item","Active","SD-000457","Ta"
"O-000565","5 secs","Active","SD-000453","Stay"
"O-000566","5 snips","Active","SD-000062","Cutting"
"O-000567","5 step chain","Active","SD-000310","Planned model w item in play"
"O-000568","5 tokens","Active","SD-000466","Token board"
"O-000569","5 words","Active","SD-000054","Communication opportunity"
"O-000570","5 Words","Active","SD-000248","List words"
"O-000571","5m","Active","SD-000029","Between 2 people"
"O-000572","5m","Active","SD-000001","1 person"
"O-000573","5m","Active","SD-000238","Item"
"O-000574","5m","Active","SD-000507","Walk properly"
"O-000575","5m away","Active","SD-000228","Instruction"
"O-000576","5min","Active","SD-000296","Parent leaves (inside)"
"O-000577","5s","Active","SD-000495","Visual"
"O-000578","5sec","Active","SD-000296","Parent leaves (inside)"
"O-000579","5sec","Active","SD-000225","In Sight"
"O-000580","5sec Hand/Arm","Active","SD-000467","Tolerance"
"O-000581","6 items","Active","SD-000061","Count (items)"
"O-000582","6-10 no strip","Active","SD-000429","Sequence"
"O-000583","6-10 strip","Active","SD-000429","Sequence"
"O-000584","7 items","Active","SD-000061","Count (items)"
"O-000585","7 minutes","Active","SD-000073","Eat food"
"O-000586","7 minutes after","Active","SD-000437","Signicant activity"
"O-000587","7 seconds","Active","SD-000516","With visual"
"O-000588","7 seconds","Active","SD-000515","With gesture"
"O-000589","7 seconds","Active","SD-000037","Brushing teeth"
"O-000590","8 items","Active","SD-000061","Count (items)"
"O-000591","8min","Active","SD-000296","Parent leaves (inside)"
"O-000592","9 items","Active","SD-000061","Count (items)"
"O-000593","9 pc fire truck","Active","SD-000069","Do (activity)"
"O-000594","a","Active","SD-000445","Sound paired w gesture"
"O-000595","A","Active","SD-000259","Matching"
"O-000596","a","Active","SD-000259","Matching"
"O-000597","A","Active","SD-000380","Receptive"
"O-000598","a","Active","SD-000380","Receptive"
"O-000599","a","Active","SD-000260","Matching"
"O-000600","a","Active","SD-000140","Expressive"
"O-000601","a","Active","SD-000424","Say (sound) th points"
"O-000602","a","Active","SD-000387","Receptive"
"O-000603","a","Active","SD-000479","Trace"
"O-000604","A","Active","SD-000479","Trace"
"O-000605","a","Active","SD-000266","Matching"
"O-000606","a","Active","SD-000154","Expressive"
"O-000607","a","Active","SD-000520","Write (no visual)"
"O-000608","A","Active","SD-000520","Write (no visual)"
"O-000609","A","Active","SD-000138","Expressive"
"O-000610","a","Active","SD-000138","Expressive"
"O-000611","a","Active","SD-000382","Receptive"
"O-000612","a","Active","SD-000145","Expressive"
"O-000613","a","Active","SD-000392","Receptive"
"O-000614","a","Active","SD-000521","Write (with visual)"
"O-000615","A","Active","SD-000521","Write (with visual)"
"O-000616","?","Active","SD-000438","Single sound VI"
"O-000617","?","Active","SD-000438","Single sound VI"
"O-000618","a words","Active","SD-000518","Words - VI"
"O-000619","Aa","Active","SD-000270","Matching different cases"
"O-000620","?b","Active","SD-000484","VC - VI"
"O-000621","?b","Active","SD-000484","VC - VI"
"O-000622","ABAB","Active","SD-000430","Sequence"
"O-000623","ABCABC","Active","SD-000430","Sequence"
"O-000624","?c/?k","Active","SD-000484","VC - VI"
"O-000625","?c/?k","Active","SD-000484","VC - VI"
"O-000626","across room","Active","SD-000029","Between 2 people"
"O-000627","Across room","Active","SD-000228","Instruction"
"O-000628","Across Room","Active","SD-000003","2 items"
"O-000629","Across table SR","Active","SD-000422","Sampling"
"O-000630","Activity","Active","SD-000501","Visual cue"
"O-000631","?d","Active","SD-000484","VC - VI"
"O-000632","?d","Active","SD-000484","VC - VI"
"O-000633","ae","Active","SD-000445","Sound paired w gesture"
"O-000634","Aeroplane","Active","SD-000210","Identical"
"O-000635","Aeroplane","Active","SD-000286","Non-Identical"
"O-000636","Aeroplane","Active","SD-000211","Identical"
"O-000637","Aeroplane","Active","SD-000287","Non-identical"
"O-000638","Aeroplane","Active","SD-000212","Identical"
"O-000639","Aeroplane","Active","SD-000288","Non-identical"
"O-000640","Aeroplane","Active","SD-000135","Expressive"
"O-000641","Aeroplane","Active","SD-000007","2D Receptive"
"O-000642","Aeroplane","Active","SD-000011","3D Receptive"
"O-000643","Aeroplane","Active","SD-000363","Receptive"
"O-000644","Aeroplane","Active","SD-000125","Expressive"
"O-000645","Aeroplane","Active","SD-000327","Pretend with item"
"O-000646","?f","Active","SD-000484","VC - VI"
"O-000647","?f","Active","SD-000484","VC - VI"
"O-000648","After","Active","SD-000126","Expressive"
"O-000649","After","Active","SD-000364","Receptive"
"O-000650","?g","Active","SD-000484","VC - VI"
"O-000651","?g","Active","SD-000484","VC - VI"
"O-000652","Age","Active","SD-000215","If/then"
"O-000653","Age","Active","SD-000339","Q/A"
"O-000654","Age","Active","SD-000411","Reciprocal"
"O-000655","ah","Active","SD-000424","Say (sound) th points"
"O-000656","?h","Active","SD-000484","VC - VI"
"O-000657","ai","Active","SD-000438","Single sound VI"
"O-000658","air","Active","SD-000424","Say (sound) th points"
"O-000659","Airport","Active","SD-000381","Receptive"
"O-000660","Airport","Active","SD-000168","Expressive Occupation Location"
"O-000661","Airport","Active","SD-000139","Expressive"
"O-000662","Airport","Active","SD-000400","Receptive Function"
"O-000663","Airport","Active","SD-000165","Expressive Function"
"O-000664","Airport","Active","SD-000117","Exposure"
"O-000665","?j","Active","SD-000484","VC - VI"
"O-000666","?j","Active","SD-000484","VC - VI"
"O-000667","?l","Active","SD-000484","VC - VI"
"O-000668","?l","Active","SD-000484","VC - VI"
"O-000669","Alana","Active","SD-000491","Visual"
"O-000670","Aldi","Active","SD-000381","Receptive"
"O-000671","Aldi","Active","SD-000139","Expressive"
"O-000672","Aldi","Active","SD-000165","Expressive Function"
"O-000673","all","Active","SD-000260","Matching"
"O-000674","all","Active","SD-000140","Expressive"
"O-000675","all","Active","SD-000266","Matching"
"O-000676","all","Active","SD-000154","Expressive"
"O-000677","all","Active","SD-000382","Receptive"
"O-000678","all","Active","SD-000392","Receptive"
"O-000679","all of","Active","SD-000384","Receptive"
"O-000680","all of...but none...","Active","SD-000384","Receptive"
"O-000681","All teeth w/o paste","Active","SD-000037","Brushing teeth"
"O-000682","All teeth with paste","Active","SD-000037","Brushing teeth"
"O-000683","All/none","Active","SD-000233","Instruction w condition"
"O-000684","Allowed vs Not Allowed","Active","SD-000340","Q/A"
"O-000685","?m","Active","SD-000484","VC - VI"
"O-000686","?m","Active","SD-000484","VC - VI"
"O-000687","ambulance","Active","SD-000266","Matching"
"O-000688","ambulance","Active","SD-000154","Expressive"
"O-000689","ambulance","Active","SD-000392","Receptive"
"O-000690","?n","Active","SD-000484","VC - VI"
"O-000691","?n","Active","SD-000484","VC - VI"
"O-000692","and","Active","SD-000260","Matching"
"O-000693","and","Active","SD-000140","Expressive"
"O-000694","and","Active","SD-000266","Matching"
"O-000695","and","Active","SD-000154","Expressive"
"O-000696","and","Active","SD-000382","Receptive"
"O-000697","and","Active","SD-000392","Receptive"
"O-000698","Angry","Active","SD-000207","How they feel"
"O-000699","Angry","Active","SD-000208","How to help"
"O-000700","Angry","Active","SD-000258","Matching"
"O-000701","Angry","Active","SD-000375","Receptive"
"O-000702","Angry","Active","SD-000236","Instructional gesture"
"O-000703","Angry","Active","SD-000334","Q/A"
"O-000704","Angry","Active","SD-000510","Why"
"O-000705","Angry","Active","SD-000133","Expressive"
"O-000706","Angry","Active","SD-000379","Receptive"
"O-000707","Angry","Active","SD-000067","Demonstration"
"O-000708","Angry","Active","SD-000074","Emotions Brainstorming"
"O-000709","Angry","Active","SD-000092","Exposure"
"O-000710","Angry  person #4","Active","SD-000133","Expressive"
"O-000711","Angry (re-intro'd)","Active","SD-000133","Expressive"
"O-000712","angry (red)","Active","SD-000525","Zones of regulation visual"
"O-000713","Angry cartoon face","Active","SD-000133","Expressive"
"O-000714","Angry person #1","Active","SD-000133","Expressive"
"O-000715","Angry person #2","Active","SD-000133","Expressive"
"O-000716","Angry person #3","Active","SD-000133","Expressive"
"O-000717","Animal","Active","SD-000033","Brainstorming"
"O-000718","Animal","Active","SD-000159","Expressive - What is"
"O-000719","Animal","Active","SD-000461","TH gives clues"
"O-000720","Animal","Active","SD-000255","Matching"
"O-000721","Animal","Active","SD-000444","Sorting"
"O-000722","Animal","Active","SD-000365","Receptive"
"O-000723","Animal","Active","SD-000158","Expressive - Tell me"
"O-000724","Animal","Active","SD-000157","Expressive - Intra-verbal"
"O-000725","Animal","Active","SD-000339","Q/A"
"O-000726","Animals","Active","SD-000023","Activity"
"O-000727","Animals","Active","SD-000216","Imaginary Play"
"O-000728","Animals","Active","SD-000276","Model"
"O-000729","Answer (Question)","Active","SD-000350","Questions"
"O-000730","Answer Question","Active","SD-000344","Question"
"O-000731","Answer teacher question","Active","SD-000253","Mat time"
"O-000732","Antler","Active","SD-000371","Receptive"
"O-000733","Antler","Active","SD-000131","Expressive"
"O-000734","Ants go marching","Active","SD-000110","Exposure"
"O-000735","Ants go marching","Active","SD-000237","Intraverbal"
"O-000736","Ants go marching","Active","SD-000443","Song with planned model"
"O-000737","Ants go marching","Active","SD-000251","Mand"
"O-000738","?p","Active","SD-000484","VC - VI"
"O-000739","?p","Active","SD-000484","VC - VI"
"O-000740","app exposure","Active","SD-000276","Model"
"O-000741","Apple","Active","SD-000210","Identical"
"O-000742","Apple","Active","SD-000286","Non-Identical"
"O-000743","Apple","Active","SD-000211","Identical"
"O-000744","Apple","Active","SD-000287","Non-identical"
"O-000745","Apple","Active","SD-000212","Identical"
"O-000746","Apple","Active","SD-000288","Non-identical"
"O-000747","Apple","Active","SD-000135","Expressive"
"O-000748","Apple","Active","SD-000007","2D Receptive"
"O-000749","Apple","Active","SD-000011","3D Receptive"
"O-000750","apple","Active","SD-000266","Matching"
"O-000751","apple","Active","SD-000154","Expressive"
"O-000752","Apple","Active","SD-000363","Receptive"
"O-000753","Apple","Active","SD-000125","Expressive"
"O-000754","apple","Active","SD-000392","Receptive"
"O-000755","apple","Active","SD-000031","Book w/o model"
"O-000756","apple","Active","SD-000492","Visual"
"O-000757","apple","Active","SD-000497","Visual - 2D"
"O-000758","Apples and bananas","Active","SD-000110","Exposure"
"O-000759","Apps","Active","SD-000324","Present iPad"
"O-000760","Apricots","Active","SD-000175","Expressive visual only"
"O-000761","Apricots","Active","SD-000135","Expressive"
"O-000762","April","Active","SD-000126","Expressive"
"O-000763","April","Active","SD-000254","Matching"
"O-000764","April","Active","SD-000364","Receptive"
"O-000765","?q","Active","SD-000484","VC - VI"
