Name,OID,Status,SDID,SD Name
Happy,O-003341,Active,SD-000375,Receptive
Circle - multiple loops,O-001664,Active,SD-000220,Imitation
Exposure various,O-002464,Active,SD-000220,Imitation
Florist,O-002738,Active,SD-000381,Receptive
Lick top teeth,O-004119,Active,SD-000222,Imitation
Lick bottom teeth,O-004117,Active,SD-000222,Imitation
Bite bottom lip,O-001152,Active,SD-000222,Imitation
Open/shut mouth,O-004672,Active,SD-000222,Imitation
Generalised,O-003088,Active,SD-000310,Planned model w item in play
Soap,O-005871,Active,SD-000135,Expressive
Blanket,O-001162,Active,SD-000135,Expressive
Slinky,O-005828,Active,SD-000135,Expressive
Crab,O-001864,Active,SD-000135,Expressive
Pool,O-005124,Active,SD-000135,Expressive
Hairbrush,O-003304,Active,SD-000135,Expressive
Shovel,O-005672,Active,SD-000135,Expressive
Toilet Paper,O-006464,Active,SD-000135,Expressive
Watch,O-007138,Active,SD-000135,Expressive
Balloon,O-000947,Active,SD-000135,Expressive
Watering Can,O-007159,Active,SD-000135,Expressive
I,O-003624,Active,SD-000080,Exp. I/You (who)
You,O-007408,Active,SD-000080,Exp. I/You (who)
I,O-003625,Active,SD-000079,Exp. I/you (what)
You,O-007409,Active,SD-000079,Exp. I/you (what)
Hurt Self/Feel Sick,O-003599,Active,SD-000338,Q/A
Client walking around,O-001706,Active,SD-000001,1 person
ow,O-004738,Active,SD-000438,Single sound VI
Break exposure,O-001332,Active,SD-000057,Communication opportunity
Homepage,O-003512,Active,SD-000057,Communication opportunity
Various,O-006947,Active,SD-000470,Tolerance
1/2m away,O-000223,Active,SD-000228,Instruction
Break,O-001330,Active,SD-000054,Communication opportunity
1m,O-000282,Active,SD-000190,Getting attention
Generalised,O-003089,Active,SD-000019,Activity
Dangerous vs. safe,O-001995,Active,SD-000277,Model language
Soft vs. hard,O-005903,Active,SD-000277,Model language
I like (item),O-003656,Active,SD-000279,Model sentence
Car,O-001494,Active,SD-000156,Expressive
Banana,O-000964,Active,SD-000156,Expressive
Tree,O-006628,Active,SD-000156,Expressive
Generalised imaginary play,O-003129,Active,SD-000023,Activity
Generalised,O-003090,Active,SD-000327,Pretend with item
Generalised,O-003091,Active,SD-000326,Pretend to be
Generalised,O-003092,Active,SD-000278,Model rule
Tolerance,O-006467,Active,SD-000465,Toileting
Uncle 1,O-006735,Active,SD-000144,Expressive
Uncle 2,O-006736,Active,SD-000144,Expressive
Therapy Assistant 1,O-006363,Active,SD-000144,Expressive
Therapy Assistant 2,O-006365,Active,SD-000144,Expressive
Therapy Assistant 3,O-006366,Active,SD-000144,Expressive
Study,O-006048,Active,SD-000249,Location
Back yard,O-000895,Active,SD-000249,Location
Roll ball,O-005415,Active,SD-000356,Rec. play instr.
Throw ball,O-006395,Active,SD-000356,Rec. play instr.
Various,O-006948,Active,SD-000047,Colour
Various,O-006949,Active,SD-000435,Shape
Various,O-006950,Active,SD-000048,Colour/shape
Beach,O-001042,Active,SD-000117,Exposure
Train station,O-006587,Active,SD-000117,Exposure
Supermarket,O-006068,Active,SD-000117,Exposure
Airport,O-000664,Active,SD-000117,Exposure
Forest,O-002789,Active,SD-000117,Exposure
Carwash,O-001519,Active,SD-000117,Exposure
Carpark,O-001514,Active,SD-000117,Exposure
20 seconds,O-000381,Active,SD-000253,Mat time
Reintro: Yes,O-005365,Active,SD-000349,Question without visual
Reintro: No,O-005363,Active,SD-000349,Question without visual
2 minutes,O-000306,Active,SD-000505,Wait w visual
My (generalised),O-004392,Active,SD-000354,Rec. My/Your
Your (generalised),O-007417,Active,SD-000354,Rec. My/Your
F1 Discrimination,O-002513,Active,SD-000308,Planned model w item
F4 Discrimination,O-002578,Active,SD-000308,Planned model w item
When we eat we use (cutlery),O-007222,Active,SD-000278,Model rule
When we go outside stay with (person),O-007223,Active,SD-000278,Model rule
Loud vs quiet,O-004185,Active,SD-000487,VI
Generalised,O-003093,Active,SD-000504,Volume
Generalised �������� words,O-003116,Active,SD-000487,VI
Generalised,O-003094,Active,SD-000204,Holding hands
5 secs,O-000565,Active,SD-000453,Stay
Generalised,O-003095,Active,SD-000291,Not holding hands
Knob,O-004004,Active,SD-000131,Expressive
Electrician,O-002367,Active,SD-000142,Expressive
Photographer,O-004942,Active,SD-000142,Expressive
Cut,O-001926,Active,SD-000088,Exp. past tense
Built,O-001393,Active,SD-000088,Exp. past tense
Hid,O-003438,Active,SD-000088,Exp. past tense
Read,O-005291,Active,SD-000088,Exp. past tense
Dug,O-002282,Active,SD-000088,Exp. past tense
Drove,O-002248,Active,SD-000088,Exp. past tense
Go to kinder,O-003179,Active,SD-000514,Why/because
Engine Visual,O-002389,Active,SD-000525,Zones of regulation visual
Angry,O-000707,Active,SD-000067,Demonstration
various,O-006951,Active,SD-000514,Why/because
Small,O-005833,Active,SD-000290,Non-Identical Receptive
Exposure various,O-002465,Active,SD-000139,Expressive
(item) is (preposition),O-000124,Active,SD-000449,Statement
Exposure,O-002460,Active,SD-000465,Toileting
20 seconds,O-000382,Active,SD-000505,Wait w visual
45 seconds,O-000525,Active,SD-000505,Wait w visual
1,O-000008,Active,SD-000521,Write (with visual)
2,O-000017,Active,SD-000521,Write (with visual)
3,O-000026,Active,SD-000521,Write (with visual)
4,O-000035,Active,SD-000521,Write (with visual)
5,O-000044,Active,SD-000521,Write (with visual)
6,O-000053,Active,SD-000521,Write (with visual)
7,O-000060,Active,SD-000521,Write (with visual)
8,O-000067,Active,SD-000521,Write (with visual)
9,O-000074,Active,SD-000521,Write (with visual)
Numbers (various),O-004544,Active,SD-000521,Write (with visual)
Q/A exposure,O-005242,Active,SD-000393,Receptive
I don't want (to),O-003641,Active,SD-000040,Challenging situation
Give me (2 step),O-003169,Active,SD-000370,Receptive
Bring me (2 step),O-001335,Active,SD-000370,Receptive
1 step - 1m away,O-000203,Active,SD-000013,Action
1 step - 2m away,O-000204,Active,SD-000013,Action
1 step - 3m away,O-000205,Active,SD-000013,Action
2 person discrim,O-000310,Active,SD-000013,Action
Firestation,O-002710,Active,SD-000117,Exposure
Farm,O-002626,Active,SD-000117,Exposure
Hospital,O-003551,Active,SD-000117,Exposure
Pool,O-005125,Active,SD-000117,Exposure
Shapes,O-005597,Active,SD-000210,Identical
Truck,O-006647,Active,SD-000210,Identical
Slide,O-005822,Active,SD-000210,Identical
Generalised,O-003096,Active,SD-000411,Reciprocal
1 minute,O-000174,Active,SD-000506,Wait w/o visual
1+ minutes,O-000224,Active,SD-000505,Wait w visual
Client,O-001691,Active,SD-000405,Receptive/expressive
Friend 1,O-002823,Active,SD-000405,Receptive/expressive
Therapy assistant 1,O-006364,Active,SD-000405,Receptive/expressive
Shake,O-005570,Active,SD-000311,Planned model with toy
Generalised,O-003097,Active,SD-000483,Unplanned model with toy
Various,O-006952,Active,SD-000459,TA's turn
Knock,O-004007,Active,SD-000311,Planned model with toy
Put in,O-005208,Active,SD-000311,Planned model with toy
Push button,O-005196,Active,SD-000311,Planned model with toy
Flip,O-002733,Active,SD-000311,Planned model with toy
3 seconds,O-000431,Active,SD-000459,TA's turn
5 seconds,O-000560,Active,SD-000459,TA's turn
Hand up (stop signal),O-003327,Active,SD-000454,Stop
Generalised - close ended tasks,O-003112,Active,SD-000452,Statement in play
Item,O-003810,Active,SD-000209,I have
Single item - 10 seconds,O-005757,Active,SD-000280,Moderately preferred item
Generalised,O-003098,Active,SD-000046,Close ended task
toilet,O-006455,Active,SD-000514,Why/because
Play Stations,O-005055,Active,SD-000023,Activity
Reintro: various,O-005364,Active,SD-000228,Instruction
Songs,O-005917,Active,SD-000054,Communication opportunity
Plane,O-005030,Active,SD-000135,Expressive
ai,O-000657,Active,SD-000438,Single sound VI
Finished,O-002689,Active,SD-000054,Communication opportunity
1 second,O-000186,Active,SD-000473,Tolerance
2 seconds,O-000322,Active,SD-000473,Tolerance
3 seconds,O-000432,Active,SD-000473,Tolerance
5 seconds,O-000561,Active,SD-000473,Tolerance
10 seconds,O-000242,Active,SD-000473,Tolerance
15 seconds,O-000263,Active,SD-000473,Tolerance
20 seconds,O-000383,Active,SD-000473,Tolerance
Client playing on own - 30 seconds,O-001703,Active,SD-000473,Tolerance
Client playing on own - 45 seconds,O-001704,Active,SD-000473,Tolerance
Client play on own - 1 minute,O-001700,Active,SD-000473,Tolerance
Shoe,O-005625,Active,SD-000011,3D Receptive
Client facing TA .5m,O-001693,Active,SD-000038,Call name
Client facing TA 1m,O-001694,Active,SD-000038,Call name
Client facing TA 2m,O-001695,Active,SD-000038,Call name
Mouse,O-004335,Active,SD-000326,Pretend to be
Crocodile,O-001884,Active,SD-000326,Pretend to be
Bakery,O-000915,Active,SD-000117,Exposure
City,O-001670,Active,SD-000117,Exposure
2 step chain,O-000340,Active,SD-000308,Planned model w item
3 step chain,O-000446,Active,SD-000308,Planned model w item
Bathroom,O-001022,Active,SD-000469,Tolerance
Toilet room,O-006465,Active,SD-000469,Tolerance
Toilet - pants on,O-006459,Active,SD-000469,Tolerance
Toilet - nappy on,O-006457,Active,SD-000469,Tolerance
Toilet - no nappy,O-006458,Active,SD-000469,Tolerance
Builders,O-001379,Active,SD-000312,Play scenario
Train/Plane/Bus Trip,O-006589,Active,SD-000312,Play scenario
Superheroes,O-006062,Active,SD-000312,Play scenario
Post Office,O-005132,Active,SD-000312,Play scenario
Astronauts,O-000810,Active,SD-000312,Play scenario
(Person) play with me,O-000147,Active,SD-000054,Communication opportunity
exposure,O-002461,Active,SD-000221,Imitation
Building,O-001387,Active,SD-000406,Receptive/expressive
General exposure,O-002922,Active,SD-000024,Activity
With nose,O-007269,Active,SD-000317,Point
Singing,O-005756,Active,SD-000122,Expressive
Generalised,O-003099,Active,SD-000060,Contingency
Reintro: drawing,O-005356,Active,SD-000023,Activity
Various,O-006953,Active,SD-000447,Statement
Various,O-006954,Active,SD-000346,Question
Generalised,O-003100,Active,SD-000042,Chart
Allowed vs Not Allowed,O-000684,Active,SD-000340,Q/A
Various,O-006955,Active,SD-000246,List
Kind vs Unkind,O-003973,Active,SD-000340,Q/A
On purpose vs Accident,O-004632,Active,SD-000340,Q/A
Various,O-006956,Active,SD-000415,Reverse why/because
Various,O-006957,Active,SD-000511,Why don't/because
er,O-002398,Active,SD-000438,Single sound VI
or,O-004679,Active,SD-000438,Single sound VI
Cushion,O-001922,Active,SD-000227,In Vivo
Point & tap,O-005098,Active,SD-000317,Point
Point (touch only),O-005097,Active,SD-000317,Point
Point from 10cm,O-005099,Active,SD-000317,Point
Point from 30cm,O-005102,Active,SD-000317,Point
Point from 1m,O-005100,Active,SD-000317,Point
Point from 2m,O-005101,Active,SD-000317,Point
Zoo,O-007465,Active,SD-000117,Exposure
Aquarium,O-000772,Active,SD-000117,Exposure
Plane,O-005031,Active,SD-000117,Exposure
5 finger breathing,O-000533,Active,SD-000276,Model
String counting,O-006045,Active,SD-000276,Model
Stretch up flop down,O-006044,Active,SD-000276,Model
Cheetah vs. Sloth,O-001602,Active,SD-000276,Model
Facing person within 1m,O-002607,Active,SD-000190,Getting attention
(animal) says (sound),O-000117,Active,SD-000449,Statement
Various,O-006958,Active,SD-000431,Sequence
Various,O-006959,Active,SD-000148,Expressive
Various,O-006960,Active,SD-000078,Exp. function
1,O-000009,Active,SD-000479,Trace
2,O-000018,Active,SD-000479,Trace
10,O-000081,Active,SD-000479,Trace
3,O-000027,Active,SD-000479,Trace
4,O-000036,Active,SD-000479,Trace
5,O-000045,Active,SD-000479,Trace
6,O-000054,Active,SD-000479,Trace
7,O-000061,Active,SD-000479,Trace
8,O-000068,Active,SD-000479,Trace
9,O-000075,Active,SD-000479,Trace
various letters,O-006996,Active,SD-000479,Trace
various numbers,O-006998,Active,SD-000479,Trace
Childcare,O-001631,Active,SD-000117,Exposure
Doctor,O-002104,Active,SD-000117,Exposure
Dentist,O-002017,Active,SD-000117,Exposure
Lake,O-004058,Active,SD-000117,Exposure
Vet,O-007040,Active,SD-000117,Exposure
Playground,O-005075,Active,SD-000117,Exposure
Kmart,O-003996,Active,SD-000117,Exposure
Space,O-005927,Active,SD-000117,Exposure
Exposure,O-002462,Active,SD-000040,Challenging situation
Generalised,O-003101,Active,SD-000514,Why/because
Peer's turn,O-004910,Active,SD-000481,Turn taking
1m,O-000283,Active,SD-000238,Item
2m,O-000399,Active,SD-000238,Item
3m,O-000497,Active,SD-000238,Item
4m,O-000530,Active,SD-000238,Item
5m,O-000573,Active,SD-000238,Item
Happy (re-intro'd),O-003344,Active,SD-000133,Expressive
Sad (re-intro'd),O-005480,Active,SD-000133,Expressive
Scared (re-intro'd),O-005522,Active,SD-000133,Expressive
Angry (re-intro'd),O-000711,Active,SD-000133,Expressive
Various,O-006961,Active,SD-000480,Tracing
Generalised,O-003102,Active,SD-000317,Point
Tea party,O-006288,Active,SD-000023,Activity
Chicken,O-001618,Active,SD-000326,Pretend to be
Monkey,O-004288,Active,SD-000326,Pretend to be
Don't game,O-002144,Active,SD-000440,Social game
High pref vs. low pref,O-003449,Active,SD-000404,Receptive w/ objects
Generalised items,O-003131,Active,SD-000177,Expressive/Receptive
Generalised,O-003103,Active,SD-000177,Expressive/Receptive
Cushion,O-001923,Active,SD-000242,Item with visual
Book,O-001255,Active,SD-000242,Item with visual
Various slow actions,O-007006,Active,SD-000308,Planned model w item
High pref vs low pref,O-003448,Active,SD-000329,Proloquo
Break,O-001331,Active,SD-000057,Communication opportunity
Off,O-004599,Active,SD-000057,Communication opportunity
Various,O-006962,Active,SD-000242,Item with visual
Various,O-006963,Active,SD-000318,Point in direction
Various,O-006964,Active,SD-000063,Cutting and Pasting Activity
Various,O-006965,Active,SD-000440,Social game
Generalised,O-003104,Active,SD-000205,Holding hands tolerance
Shoes off,O-005634,Active,SD-000191,Getting dressed
Socks off,O-005894,Active,SD-000191,Getting dressed
Pants down,O-004801,Active,SD-000191,Getting dressed
Jacket off,O-003858,Active,SD-000191,Getting dressed
Jumper off,O-003920,Active,SD-000191,Getting dressed
Shirt off,O-005616,Active,SD-000191,Getting dressed
Undies down,O-006755,Active,SD-000191,Getting dressed
Shoes on,O-005637,Active,SD-000191,Getting dressed
Socks on,O-005896,Active,SD-000191,Getting dressed
Pants up,O-004805,Active,SD-000191,Getting dressed
Jacket on,O-003860,Active,SD-000191,Getting dressed
Jumper on,O-003922,Active,SD-000191,Getting dressed
Shirt on,O-005617,Active,SD-000191,Getting dressed
Undies on,O-006756,Active,SD-000191,Getting dressed
I see (colour) (Item 2),O-003658,Active,SD-000410,Reciprocal
Berry,O-001095,Active,SD-000135,Expressive
Sustained sounds,O-006087,Active,SD-000438,Single sound VI
Exposure,O-002463,Active,SD-000377,Receptive
1s,O-000290,Active,SD-000495,Visual
2s,O-000404,Active,SD-000495,Visual
5s,O-000577,Active,SD-000495,Visual
10s,O-000247,Active,SD-000495,Visual
15s,O-000270,Active,SD-000495,Visual
generalised,O-003105,Active,SD-000495,Visual
Ring Stacker 6 rings,O-005397,Active,SD-000069,Do (activity)
Vol 5,O-007066,Active,SD-000503,Volume
Vol 0,O-007061,Active,SD-000503,Volume
Vol 1,O-007062,Active,SD-000503,Volume
Vol 2,O-007063,Active,SD-000503,Volume
Vol 3,O-007064,Active,SD-000503,Volume
Vol 4,O-007065,Active,SD-000503,Volume
Vol 6,O-007067,Active,SD-000503,Volume
Vol 7,O-007068,Active,SD-000503,Volume
car,O-001495,Active,SD-000492,Visual
pig,O-004979,Active,SD-000492,Visual
block,O-001178,Active,SD-000492,Visual
bed,O-001066,Active,SD-000492,Visual
cake,O-001462,Active,SD-000492,Visual
stir cup,O-006012,Active,SD-000308,Planned model w item
Cuddle teddy,O-001896,Active,SD-000308,Planned model w item
Walk animal,O-007106,Active,SD-000308,Planned model w item
Shake shaker,O-005576,Active,SD-000308,Planned model w item
Bathroom,O-001023,Active,SD-000420,Room
Kitchen,O-003987,Active,SD-000420,Room
Various,O-006966,Active,SD-000351,Rec. instr.
Various,O-006967,Active,SD-000513,Why/because
Various Sequences,O-007001,Active,SD-000517,Without Items
Stacking boxes,O-005984,Active,SD-000069,Do (activity)
Phone,O-004941,Active,SD-000327,Pretend with item
Aeroplane,O-000645,Active,SD-000327,Pretend with item
Snake,O-005851,Active,SD-000327,Pretend with item
Hat,O-003363,Active,SD-000327,Pretend with item
Icecream,O-003686,Active,SD-000327,Pretend with item
Crayon,O-001877,Active,SD-000210,Identical
Tap Drum,O-006269,Active,SD-000308,Planned model w item
Latches,O-004060,Active,SD-000021,Activity
Transport Puzzle,O-006608,Active,SD-000069,Do (activity)
Couch,O-001825,Active,SD-000210,Identical
Petrol Station,O-004931,Active,SD-000139,Expressive
Preferred 5 sec,O-005164,Active,SD-000305,Place in finished box
Non-Preferred 5 sec,O-004497,Active,SD-000305,Place in finished box
Mr Potato Head,O-004347,Active,SD-000069,Do (activity)
incidental,O-003746,Active,SD-000506,Wait w/o visual
Do vs don't discrim,O-002095,Active,SD-000014,Action
Generalised about items - re-intro'd,O-003120,Active,SD-000449,Statement
Do,O-002090,Active,SD-000014,Action
Don't,O-002142,Active,SD-000014,Action
1 step fine motor,O-000207,Active,SD-000306,Planned model
Single vowel,O-005759,Active,SD-000455,Sustained sound
Consonant-vowel (CV),O-001802,Active,SD-000455,Sustained sound
CVCV,O-001948,Active,SD-000455,Sustained sound
I want...,O-003676,Active,SD-000057,Communication opportunity
Daddy,O-001983,Active,SD-000144,Expressive
Mummy,O-004367,Active,SD-000144,Expressive
Yellow,O-007359,Active,SD-000496,Visual
Orange,O-004692,Active,SD-000496,Visual
Red,O-005320,Active,SD-000496,Visual
Blue,O-001213,Active,SD-000496,Visual
Green,O-003231,Active,SD-000496,Visual
Purple,O-005191,Active,SD-000496,Visual
Potty,O-005139,Active,SD-000469,Tolerance
Various,O-006968,Active,SD-000394,Receptive
Animals,O-000728,Active,SD-000276,Model
Mine vs Not Mine,O-004274,Active,SD-000340,Q/A
Various,O-006969,Active,SD-000077,Engage In Strategy
Wheels on Bus,O-007217,Active,SD-000110,Exposure
Various,O-006970,Active,SD-000460,Tell me how to
Bee,O-001078,Active,SD-000135,Expressive
Generalised food,O-003127,Active,SD-000057,Communication opportunity
Generalised Toys,O-003136,Active,SD-000057,Communication opportunity
Matching eggs - triangle,O-004241,Active,SD-000069,Do (activity)
Matching eggs - square,O-004239,Active,SD-000069,Do (activity)
Matching eggs - cross,O-004238,Active,SD-000069,Do (activity)
Matching eggs - star,O-004240,Active,SD-000069,Do (activity)
Butterfly,O-001431,Active,SD-000210,Identical
Toothbrush,O-006489,Active,SD-000210,Identical
Various,O-006971,Active,SD-000066,Daily living task
Various,O-006972,Active,SD-000395,Receptive
2 person discrim,O-000311,Active,SD-000015,Action w item
Single words,O-005761,Active,SD-000277,Model language
Lettuce,O-004108,Active,SD-000211,Identical
Tomato,O-006470,Active,SD-000211,Identical
Push down,O-005201,Active,SD-000357,Rec. play instr.
Bang (Open palm),O-000967,Active,SD-000307,Planned model
Table and chair,O-006254,Active,SD-000119,Exposure
Matching eggs (re-intro'd),O-004242,Active,SD-000069,Do (activity)
.5m Organised field table,O-000114,Active,SD-000238,Item
1m Organised field table,O-000285,Active,SD-000238,Item
Eat at table,O-002314,Active,SD-000439,Snack
Blow Kiss,O-001196,Active,SD-000307,Planned model
various,O-006973,Active,SD-000151,Expressive
reintro: generalised,O-005358,Active,SD-000070,Do schedule
Favourite Food,O-002641,Active,SD-000339,Q/A
Line to Same,O-004137,Active,SD-000519,Worksheet
Line to same (4 shapes),O-004141,Active,SD-000519,Worksheet
Line to same (1 shape),O-004138,Active,SD-000519,Worksheet
Line to same (2 shapes),O-004139,Active,SD-000519,Worksheet
Line to same (3 shapes),O-004140,Active,SD-000519,Worksheet
Various,O-006974,Active,SD-000262,Matching
Generalised - re-intro'd,O-003115,Active,SD-000041,Change aspect of play
Stop - re-intro'd,O-006034,Active,SD-000040,Challenging situation
Silly,O-005751,Active,SD-000023,Activity
Generalised (embedded point),O-003117,Active,SD-000449,Statement
Generalised,O-003106,Active,SD-000044,Child Guessing
Red Choice vs Green Choice,O-005321,Active,SD-000340,Q/A
generalised close-ended,O-003124,Active,SD-000020,Activity
Dinosaurs,O-002073,Active,SD-000216,Imaginary Play
Police Officers,O-005116,Active,SD-000216,Imaginary Play
Zoo Keeper,O-007466,Active,SD-000216,Imaginary Play
Reintro: 1m,O-005352,Active,SD-000238,Item
Reintro: 2m,O-005353,Active,SD-000238,Item
Happy,O-003342,Active,SD-000074,Emotions Brainstorming
Sad,O-005477,Active,SD-000074,Emotions Brainstorming
Angry,O-000708,Active,SD-000074,Emotions Brainstorming
Worried,O-007282,Active,SD-000074,Emotions Brainstorming
Jealous,O-003867,Active,SD-000074,Emotions Brainstorming
Disappointed,O-002080,Active,SD-000074,Emotions Brainstorming
Excited,O-002414,Active,SD-000074,Emotions Brainstorming
Bored,O-001274,Active,SD-000074,Emotions Brainstorming
2 step fine motor,O-000341,Active,SD-000306,Planned model
3 step fine motor,O-000448,Active,SD-000306,Planned model
Say vs. Don't say discrim,O-005519,Active,SD-000423,Say
I have (item) - re-intro'd,O-003648,Active,SD-000449,Statement
Reintro: eat at table,O-005357,Active,SD-000439,Snack
Upstairs room,O-006771,Active,SD-000249,Location
Hairdresser,O-003315,Active,SD-000216,Imaginary Play
Do,O-002091,Active,SD-000423,Say
Don't,O-002143,Active,SD-000423,Say
1 item,O-000160,Active,SD-000059,Contextual Instruction
2 items,O-000297,Active,SD-000059,Contextual Instruction
3 items,O-000411,Active,SD-000059,Contextual Instruction
4 items,O-000504,Active,SD-000059,Contextual Instruction
Various,O-006975,Active,SD-000059,Contextual Instruction
Generalised,O-003107,Active,SD-000059,Contextual Instruction
Peg Board,O-004911,Active,SD-000069,Do (activity)
Shop keeper,O-005643,Active,SD-000216,Imaginary Play
4 snips,O-000509,Active,SD-000062,Cutting
Sort,O-005918,Active,SD-000357,Rec. play instr.
Stop,O-006032,Active,SD-000277,Model language
apple,O-000757,Active,SD-000497,Visual - 2D
Alana,O-000669,Active,SD-000491,Visual
Grandma,O-003200,Active,SD-000491,Visual
Grandpa,O-003210,Active,SD-000491,Visual
Uncle,O-006734,Active,SD-000491,Visual
brother,O-001337,Active,SD-000491,Visual
stop,O-006033,Active,SD-000291,Not holding hands
cat,O-001544,Active,SD-000497,Visual - 2D
dog,O-002131,Active,SD-000497,Visual - 2D
cow,O-001862,Active,SD-000497,Visual - 2D
book,O-001256,Active,SD-000497,Visual - 2D
banana,O-000965,Active,SD-000497,Visual - 2D
ball,O-000936,Active,SD-000497,Visual - 2D
tree,O-006629,Active,SD-000497,Visual - 2D
sock,O-005875,Active,SD-000497,Visual - 2D
elephant,O-002378,Active,SD-000497,Visual - 2D
water,O-007148,Active,SD-000497,Visual - 2D
balloon,O-000948,Active,SD-000497,Visual - 2D
bird,O-001137,Active,SD-000497,Visual - 2D
snake,O-005852,Active,SD-000497,Visual - 2D
hat,O-003364,Active,SD-000497,Visual - 2D
shoes,O-005630,Active,SD-000497,Visual - 2D
car,O-001496,Active,SD-000497,Visual - 2D
train,O-006578,Active,SD-000497,Visual - 2D
reintro: across room,O-005354,Active,SD-000029,Between 2 people
shape sorter - 1p,O-005585,Active,SD-000069,Do (activity)
shape sorter - 2p,O-005586,Active,SD-000069,Do (activity)
shape sorter - 3p,O-005587,Active,SD-000069,Do (activity)
shape sorter - 4p,O-005588,Active,SD-000069,Do (activity)
shape sorter - 5p,O-005589,Active,SD-000069,Do (activity)
shape sorter - 6p,O-005590,Active,SD-000069,Do (activity)
Baby,O-000877,Active,SD-000396,Receptive
Man,O-004229,Active,SD-000155,Expressive
Lady,O-004056,Active,SD-000155,Expressive
Boy,O-001304,Active,SD-000155,Expressive
Girl,O-003163,Active,SD-000155,Expressive
Baby,O-000878,Active,SD-000155,Expressive
Man,O-004230,Active,SD-000396,Receptive
Lady,O-004057,Active,SD-000396,Receptive
Boy,O-001305,Active,SD-000396,Receptive
Girl,O-003164,Active,SD-000396,Receptive
His,O-003493,Active,SD-000397,Receptive
Her,O-003425,Active,SD-000397,Receptive
His vs. her,O-003494,Active,SD-000397,Receptive
oo,O-004654,Active,SD-000438,Single sound VI
More (re-intro'd),O-004307,Active,SD-000054,Communication opportunity
Cooking,O-001811,Active,SD-000216,Imaginary Play
reintro: move,O-005362,Active,SD-000040,Challenging situation
just a minute,O-003937,Active,SD-000040,Challenging situation
Generalised - fit together,O-003114,Active,SD-000211,Identical
Generalised - don't fit together,O-003113,Active,SD-000211,Identical
2sec,O-000405,Active,SD-000296,Parent leaves (inside)
2 minutes,O-000307,Active,SD-000025,Activity
Chicken,O-001619,Active,SD-000007,2D Receptive
Elephant,O-002379,Active,SD-000007,2D Receptive
Hat,O-003365,Active,SD-000007,2D Receptive
Giraffe,O-003162,Active,SD-000007,2D Receptive
Goat,O-003183,Active,SD-000007,2D Receptive
Lion,O-004150,Active,SD-000007,2D Receptive
Snake,O-005853,Active,SD-000007,2D Receptive
Feet,O-002662,Active,SD-000007,2D Receptive
Hair,O-003300,Active,SD-000007,2D Receptive
Knee,O-003997,Active,SD-000007,2D Receptive
Legs,O-004084,Active,SD-000007,2D Receptive
Mouth,O-004340,Active,SD-000007,2D Receptive
Nose,O-004520,Active,SD-000007,2D Receptive
Shoulder,O-005669,Active,SD-000007,2D Receptive
Stomach,O-006019,Active,SD-000007,2D Receptive
Eyes,O-002474,Active,SD-000007,2D Receptive
Ears,O-002308,Active,SD-000007,2D Receptive
Backpack,O-000897,Active,SD-000007,2D Receptive
Jacket,O-003856,Active,SD-000007,2D Receptive
Pants,O-004798,Active,SD-000007,2D Receptive
Pyjamas,O-005224,Active,SD-000007,2D Receptive
Shoes,O-005631,Active,SD-000007,2D Receptive
Socks,O-005891,Active,SD-000007,2D Receptive
Juice,O-003892,Active,SD-000007,2D Receptive
Milk,O-004272,Active,SD-000007,2D Receptive
Water,O-007149,Active,SD-000007,2D Receptive
Broccoli,O-001336,Active,SD-000007,2D Receptive
Kiwi Fruit,O-003992,Active,SD-000007,2D Receptive
Pear,O-004900,Active,SD-000007,2D Receptive
Potatoes,O-005138,Active,SD-000007,2D Receptive
Bed,O-001067,Active,SD-000007,2D Receptive
Bench,O-001093,Active,SD-000007,2D Receptive
Bookcase,O-001267,Active,SD-000007,2D Receptive
Clock,O-001720,Active,SD-000007,2D Receptive
Violin,O-007047,Active,SD-000007,2D Receptive
Cupboard,O-001918,Active,SD-000007,2D Receptive
Desk,O-002043,Active,SD-000007,2D Receptive
Television,O-006317,Active,SD-000007,2D Receptive
Toilet,O-006456,Active,SD-000007,2D Receptive
Bells,O-001091,Active,SD-000007,2D Receptive
Drum,O-002252,Active,SD-000007,2D Receptive
Keyboard,O-003955,Active,SD-000007,2D Receptive
Recorder,O-005306,Active,SD-000007,2D Receptive
Tamborine,O-006262,Active,SD-000007,2D Receptive
Triangle,O-006640,Active,SD-000007,2D Receptive
Buzz Lightyear,O-001435,Active,SD-000007,2D Receptive
Elmo,O-002380,Active,SD-000007,2D Receptive
Fruit Set,O-002866,Active,SD-000007,2D Receptive
Teddy Bear,O-006312,Active,SD-000007,2D Receptive
Teletubby,O-006315,Active,SD-000007,2D Receptive
Train (Toy),O-006579,Active,SD-000007,2D Receptive
Motorbike,O-004315,Active,SD-000007,2D Receptive
Police Car,O-005110,Active,SD-000007,2D Receptive
Taxi,O-006283,Active,SD-000007,2D Receptive
Tractor,O-006557,Active,SD-000007,2D Receptive
Tram,O-006592,Active,SD-000007,2D Receptive
Touch Feet,O-006512,Active,SD-000352,Rec. Instr.
I don't like it - re-intro'd,O-003640,Active,SD-000040,Challenging situation
Sustained blow,O-006086,Active,SD-000222,Imitation
Bite,O-001146,Active,SD-000352,Rec. Instr.
F8 Discrimination,O-002600,Active,SD-000308,Planned model w item
